종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"192410","THQ","KOSDAQ","중견기업부","4305","15","0.35","4305","4410","4145","460506","1978372495","124122341175","28832135"
"032540","TJ미디어","KOSDAQ","중견기업부","3865","-110","-2.77","3935","3955","3700","20827","80813730","53845668785","13931609"
"048770","TPC","KOSDAQ","중견기업부","4225","-55","-1.29","4320","4320","4155","161846","685044265","60191479400","14246504"
"246690","TS인베스트먼트","KOSDAQ","벤처기업부","4210","-20","-0.47","4230","4395","4130","607566","2581619400","110414870100","26226810"
"317240","TS트릴리온","KOSDAQ","벤처기업부","1355","0","0.00","1375","1380","1340","177711","240961135","122423283885","90349287"
"002900","TYM","KOSPI",,"1645","-25","-1.50","1675","1685","1615","2144347","3534331075","225163594425","136877565"
"038340","UCI","KOSDAQ","투자주의환기종목(소속부없음)","445","0","0.00","0","0","0","0","0","16641828315","37397367"
"073570","WI","KOSDAQ","중견기업부","1370","45","3.40","1325","1390","1280","1921521","2560826485","107729423920","78634616"
"024070","WISCOM","KOSPI",,"4450","40","0.91","4405","4610","4265","373744","1665314940","68202649100","15326438"
"057030","YBM넷","KOSDAQ","중견기업부","8320","-450","-5.13","8650","8700","8320","423235","3579187640","135721639040","16312697"
"037270","YG PLUS","KOSPI",,"5880","30","0.51","5870","5940","5760","636250","3743940270","372964930800","63429410"
"040300","YTN","KOSDAQ","중견기업부","3900","-35","-0.89","4010","4010","3855","22353","87799805","163800000000","42000000"
"051390","YW","KOSDAQ","중견기업부","4490","-45","-0.99","4530","4530","4350","40482","180019885","50985602320","11355368"
"052220","iMBC","KOSDAQ","중견기업부","4015","10","0.25","4005","4115","3810","302931","1220666365","92345000000","23000000"
"079940","가비아","KOSDAQ","우량기업부","14750","0","0.00","14750","15050","14350","63644","938229150","199651339000","13535684"
"078890","가온미디어","KOSDAQ","우량기업부","12900","-300","-2.27","13300","13550","12800","596363","7839595300","204490103400","15851946"
"000500","가온전선","KOSPI",,"28900","900","3.21","28100","29800","27900","290846","8419381950","120234028300","4160347"
"036620","감성코퍼레이션","KOSDAQ","중견기업부","1210","75","6.61","1115","1235","1095","2531796","3011522785","85601873500","70745350"
"000860","강남제비스코","KOSPI",,"29150","-200","-0.68","29400","29700","28600","27453","803226750","189475000000","6500000"
"217730","강스템바이오텍","KOSDAQ","기술성장기업부","6990","-10","-0.14","7000","7080","6920","122730","857434020","178676199120","25561688"
"114190","강원","KOSDAQ","관리종목(소속부없음)","2500","0","0.00","0","0","0","0","0","45387277500","18154911"
"035250","강원랜드","KOSPI",,"24950","50","0.20","25000","25250","24800","798269","19987606000","5337815475000","213940500"
"094480","갤럭시아머니트리","KOSDAQ","우량기업부","7110","130","1.86","6990","7490","6910","1581304","11383587380","278924148180","39229838"
"011420","갤럭시아에스엠","KOSPI",,"1950","-25","-1.27","1955","1970","1900","305059","590090810","53721805800","27549644"
"063080","게임빌","KOSDAQ","우량기업부","46600","-900","-1.89","48500","49500","44000","138368","6546447100","307335947200","6595192"
"039240","경남스틸","KOSDAQ","우량기업부","3960","30","0.76","3960","4140","3940","882829","3553869255","99000000000","25000000"
"053950","경남제약","KOSDAQ","중견기업부","7030","-140","-1.95","7170","7170","6900","101944","717592290","122621246010","17442567"
"223310","경남제약헬스케어","KOSDAQ","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","37836250520","11396461"
"002100","경농","KOSPI",,"14400","0","0.00","14400","14750","14250","174110","2526451350","312361200000","21691750"
"009450","경동나비엔","KOSPI",,"54800","-400","-0.72","55200","55500","53900","90041","4927021500","745539204000","13604730"
"267290","경동도시가스","KOSPI",,"22800","150","0.66","22600","22800","22000","50016","1131503750","134415256800","5895406"
"012320","경동인베스트","KOSPI",,"43200","-950","-2.15","44150","44150","42850","8964","388191800","102168993600","2365023"
"011040","경동제약","KOSDAQ","우량기업부","10500","-200","-1.87","10600","10700","10450","150774","1588934900","323072043000","30768766"
"000050","경방","KOSPI",,"13150","-300","-2.23","13450","13550","13150","32462","429920550","360510800500","27415270"
"214390","경보제약","KOSPI",,"14000","-1000","-6.67","14200","14300","13650","1078560","15080098150","334696040000","23906860"
"012610","경인양행","KOSPI",,"6900","-70","-1.00","6970","7020","6870","165676","1148371220","285910918500","41436365"
"009140","경인전자","KOSPI",,"31150","2150","7.41","28550","32350","28550","26828","818087000","48930326550","1570797"
"024910","경창산업","KOSDAQ","중견기업부","3170","-30","-0.94","3200","3260","3120","81864","261105725","113546245850","35819005"
"013580","계룡건설","KOSPI",,"35650","1150","3.33","34500","36400","33750","199332","7080502600","318386834550","8930907"
"012200","계양전기","KOSPI",,"4430","-105","-2.32","4540","4590","4430","181498","813430255","144418000000","32600000"
"012205","계양전기우","KOSPI",,"7700","0","0.00","7800","7800","7700","7183","55471340","10780000000","1400000"
"002140","고려산업","KOSPI",,"4275","-25","-0.58","4350","4440","4180","233723","1010658690","106616041875","24939425"
"198440","고려시멘트","KOSDAQ","우량기업부","3750","-55","-1.45","3835","3845","3730","505974","1907201585","119924850000","31979960"
"049720","고려신용정보","KOSDAQ","중견기업부","7060","-230","-3.16","7290","7300","7010","123957","878799720","100958000000","14300000"
"010130","고려아연","KOSPI",,"454500","27500","6.44","424000","464000","422500","313326","141303548500","8576415000000","18870000"
"002240","고려제강","KOSPI",,"28250","1100","4.05","27300","28350","26800","303852","8410491100","649750000000","23000000"
"014570","고려제약","KOSDAQ","중견기업부","11050","-300","-2.64","11350","11400","11000","126203","1402861350","121550000000","11000000"
"348150","고바이오랩","KOSDAQ","기술성장기업부","35800","-750","-2.05","37000","37150","35400","136791","4944134050","578583239400","16161543"
"098460","고영","KOSDAQ","우량기업부","27550","950","3.57","26900","27800","26700","324988","8872721650","1891438500250","68654755"
"035290","골드앤에스","KOSDAQ","투자주의환기종목(소속부없음)","1305","0","0.00","0","0","0","0","0","47272202550","36223910"
"038530","골드퍼시픽","KOSDAQ","중견기업부","1380","25","1.85","1355","1400","1330","1329856","1815344805","106161447300","76928585"
"900280","골든센츄리","KOSDAQ","외국기업(소속부없음)","491","4","0.82","514","524","472","24407766","12108776772","77960980000","158780000"
"215000","골프존","KOSDAQ","중견기업부","99500","2300","2.37","101200","102100","95000","241860","23791173500","624403792500","6275415"
"121440","골프존뉴딘홀딩스","KOSDAQ","중견기업부","7560","160","2.16","7340","7650","7200","461150","3437095140","323846344080","42836818"
"183410","골프존데카","KONEX","일반기업부","1675","140","9.12","1695","1695","1675","131","219585","6886194675","4111161"
"076340","관악산업","KONEX","일반기업부","6080","-10","-0.16","6080","6080","6080","2","12160","29618476800","4871460"
"009290","광동제약","KOSPI",,"9120","20","0.22","9100","9150","9020","114028","1035324150","478078161120","52420851"
"014200","광림","KOSDAQ","중견기업부","2685","215","8.70","2415","2700","2380","1518505","3908778910","142096198290","52922234"
"017040","광명전기","KOSPI",,"2630","35","1.35","2620","2670","2560","674180","1769890040","113977927450","43337615"
"017900","광전자","KOSPI",,"2385","-5","-0.21","2395","2430","2355","181435","434324065","138195874755","57943763"
"037710","광주신세계","KOSPI",,"173000","0","0.00","173000","175000","172500","2160","375301500","276800000000","1600000"
"026910","광진실업","KOSDAQ","중견기업부","5220","-170","-3.15","5390","5390","5100","245393","1279901210","33436214100","6405405"
"090150","광진윈텍","KOSDAQ","중견기업부","4335","-175","-3.88","4460","4465","4325","45768","201115950","41869133655","9658393"
"355150","교보10호스팩","KOSDAQ","SPAC(소속부없음)","2100","-45","-2.10","2155","2155","2095","946","1993470","11172000000","5320000"
"331520","교보9호스팩","KOSDAQ","SPAC(소속부없음)","2140","-20","-0.93","2165","2165","2140","1025","2194285","8303200000","3880000"
"030610","교보증권","KOSPI",,"8360","-50","-0.59","8410","8430","8220","162296","1354042910","540501554560","64653296"
"339770","교촌에프앤비","KOSPI",,"19800","400","2.06","19650","20000","19450","157948","3122847100","494654292000","24982540"
"053270","구영테크","KOSDAQ","우량기업부","3750","-60","-1.57","3760","3855","3705","406144","1531660990","98978152500","26394174"
"007690","국도화학","KOSPI",,"86300","3300","3.98","84300","88700","83900","143909","12452021300","501456160800","5810616"
"005320","국동","KOSPI",,"3830","85","2.27","3735","3845","3705","482157","1829173385","200750480270","52415269"
"001140","국보","KOSPI",,"2010","-65","-3.13","2080","2110","1915","1030184","2062491680","107959037640","53710964"
"066620","국보디자인","KOSDAQ","우량기업부","23000","-200","-0.86","23000","23450","22700","27943","640831850","172500000000","7500000"
"043650","국순당","KOSDAQ","중견기업부","8430","-80","-0.94","8440","8670","8350","48112","407330260","150545502720","17858304"
"006050","국영지앤엠","KOSDAQ","중견기업부","2825","0","0.00","2885","3030","2820","2193918","6385059065","98579061475","34895243"
"060480","국일신동","KOSDAQ","중견기업부","4910","-90","-1.80","4960","5180","4840","428761","2145839105","54451900000","11090000"
"078130","국일제지","KOSDAQ","중견기업부","6560","-70","-1.06","6670","6780","6500","2853762","18980954010","834349403040","127187409"
"307750","국전약품","KOSDAQ","중견기업부","7610","70","0.93","7540","7610","7260","106199","789397590","293274324590","38538019"
"002720","국제약품","KOSPI",,"7680","-20","-0.26","7720","7750","7530","60033","459398830","148040371200","19276090"
"243870","굿센","KONEX","일반기업부","16500","50","0.30","15800","16500","15800","3","48100","24056191500","1457951"
"204020","그리티","KOSDAQ","우량기업부","3105","0","0.00","3105","3150","3070","157083","488350645","62557770150","20147430"
"083420","그린케미칼","KOSPI",,"12650","-200","-1.56","12850","13050","12500","305441","3896873350","303600000000","24000000"
"186230","그린플러스","KOSDAQ","벤처기업부","17300","400","2.37","16550","18200","16300","2044861","35549735350","166213936600","9607742"
"014530","극동유화","KOSPI",,"5570","-160","-2.79","5730","5740","5490","1268441","7084954700","194222669400","34869420"
"900070","글로벌에스엠","KOSDAQ","외국기업(소속부없음)","1190","-15","-1.24","1220","1220","1180","356702","428018015","63955321920","53743968"
"204620","글로벌텍스프리","KOSDAQ","벤처기업부","3305","85","2.64","3275","3320","3225","493045","1619537895","161074763755","48736691"
"019660","글로본","KOSDAQ","중견기업부","4360","-90","-2.02","4590","4590","4295","339293","1489364945","142852430840","32764319"
"014280","금강공업","KOSPI",,"6530","-70","-1.06","6630","6790","6330","328444","2137895770","189510479890","29021513"
"014285","금강공업우","KOSPI",,"13700","500","3.79","13200","13950","13200","5163","70722250","8081287500","589875"
"053260","금강철강","KOSDAQ","우량기업부","7730","10","0.13","7870","8030","7700","445378","3500396250","144705600000","18720000"
"008870","금비","KOSPI",,"73000","-500","-0.68","73400","74200","71200","6371","463443000","73000000000","1000000"
"001570","금양","KOSPI",,"5080","-110","-2.12","5200","5300","4910","463261","2342418105","242900768960","47815112"
"002990","금호건설","KOSPI",,"10250","-50","-0.49","10300","10400","10000","299031","3058781900","375497721000","36633924"
"002995","금호건설우","KOSPI",,"36100","-50","-0.14","36250","36250","35500","1627","58309700","10550802600","292266"
"011780","금호석유","KOSPI",,"257500","-500","-0.19","262500","266500","257000","451324","117684950000","7845430432500","30467691"
"011785","금호석유우","KOSPI",,"107500","1500","1.42","108000","109500","104500","28513","3058447000","325024745000","3023486"
"214330","금호에이치티","KOSPI",,"2475","135","5.77","2325","2475","2310","3439716","8335291300","310012710975","125257661"
"001210","금호전기","KOSPI",,"2815","-30","-1.05","2820","2860","2775","62371","175520360","35000015370","12433398"
"073240","금호타이어","KOSPI",,"3980","15","0.38","3940","4005","3935","405549","1610590325","1143295942260","287260287"
"036190","금화피에스시","KOSDAQ","우량기업부","32700","250","0.77","32250","32900","32150","5737","186644750","196200000000","6000000"
"049080","기가레인","KOSDAQ","중견기업부","1820","25","1.39","1795","1850","1735","371476","666696370","131130335700","72049635"
"035460","기산텔레콤","KOSDAQ","벤처기업부","2915","35","1.22","2880","2975","2865","177509","516375700","42492946100","14577340"
"092440","기신정기","KOSPI",,"5190","-40","-0.76","5170","5270","5080","195000","1009276170","151548000000","29200000"
"000270","기아","KOSPI",,"79300","-2100","-2.58","81200","81300","79300","3276054","261895874600","32145313417100","405363347"
"024110","기업은행","KOSPI",,"9510","-80","-0.83","9650","9730","9500","2944162","28254445860","7024698063600","738664360"
"013700","까뮤이앤씨","KOSPI",,"2705","0","0.00","2720","2775","2665","1406457","3816606370","122136917400","45152280"
"308100","까스텔바작","KOSDAQ","우량기업부","13200","-250","-1.86","13300","13600","13200","41098","548623700","87076440000","6596700"
"004540","깨끗한나라","KOSPI",,"6420","-280","-4.18","6680","6700","6390","923202","6030129080","239085249060","37240693"
